institute,category,course_num,course_name,credit,semester,description
bulletin.hofstra.edu,AH,AH165,(AA; CC) Asian Art and Archaeology,3,Fall,rt forms of India; China and Japan with reference to philosophical; religious  and social influences from the prehistoric through the 19th century. Architecture;  sculpture; painting and ceramics are analyzed; themes; styles and techniques distinctive  of the art tradition of each country are stressed.Prerequisite(s)/Course Notes: Credit given for this course or AH 265; not both. (Formerly Asian Art.)
bulletin.hofstra.edu,AH,AH168,Internship,1-6,,PeriodicallyArt history students are encouraged to seek internships in arts-related institutions; government agencies; or businesses like auction houses; museums; or galleries.Prerequisite(s)/Course Notes: A minimum GPA of at least 3.0 and permission of the department chairperson are required for student eligibility for participation in internship courses. A preliminary interview will be held with the student and the department chairperson or faculty adviser to establish the nature of the academic work associated with on-site work of the internship. A minimum of 28 hours of on-site work per semester hour of credit is required; accompanied by a minimum of 10 hours of academic work per semester hour of credit — for example; reading; research; and a term paper or final project; to be determined by faculty adviser in conjunction with student. Final grade will be based on both academic and on-site performance. An on-site evaluation of “poor” will result in a final grade no higher than C. May be repeated for up to 6 s.h.
bulletin.hofstra.edu,AH,AH170,Museum Studies,3,,PeriodicallyStudents gain theoretical and practical experience in the functions and operation of galleries: cataloging; authentication; insurance and methods of disp
bulletin.hofstra.edu,AH,AH188,(AA) Art in the Age of Rembrandt,3,Spring,Painting and printmaking in the 17th century; when artists such as Rembrandt; Rubens and Vermeer flourished in the Netherlands. Focuses on the context of contemporary aesthetic concerns (realism; optics) and social
bulletin.hofstra.edu,AH,AH192,Advanced Topics in Art History,3,,Periodically  Focused study of  a particular area or theme in art history by means of  lectures; discussions; examination of works and individual research.Prerequisite(s)/Course Notes: (Formerly Workshop in Art History.)
bulletin.hofstra.edu,AMST,AMST001D,Creating America’s Culture,3,,Periodically   An introduction to the interdisciplinary approach to understanding America which  takes as its theme the active principles at work in this country by which a culture;  distinct from that of other nations; was; and is formed.Prerequisite(s)/Course Notes: WSC 001   and 002 .
bulletin.hofstra.edu,AMST,AMST014F,First-Year Seminar,3-4,Fall,This course gives first-year students the opportunity to work in a seminar format  with a member of the faculty in an area of the faculty member’s research interests.Prerequisite(s)/Course Notes: The course is open to first-year students only. Topics vary by semester. Students may take only one 14F or 12F seminar and  only one 14S or 12S seminar.
bulletin.hofstra.edu,AMST,AMST014S,First-Year Seminar,3-4,Spring,This course gives first-year students the opportunity to work in a seminar format  with a member of the faculty in an area of the faculty member’s research interests.Prerequisite(s)/Course Notes: The course is open to first-year students only. Topics vary by semester. Students may take only one 14F or 12F seminar and  only one 14S or 12S seminar.
bulletin.hofstra.edu,AMST,AMST100,Honors Essay,3,Fall&Spring,Research and writing of a substantial essay or execution and presentation of  a creative project. Written analysis on any subject relating to the disciplines  encompassed by the field of American Studies.Prerequisite(s)/Course Notes: Open only to eligible senior American Studies majors   who wish to graduate with  honors. Written permission of the instructor supervising the essay or project  must be obtained before registration. Cumulative grade point average must conform  with departmental honors as defined under eligibility requirements .  May not be taken on a Pass/D+/D/Fail basis.
bulletin.hofstra.edu,AMST 145,AMST 145A-Z,Special Topics in American Studies,3,,Every Other Semester An exploratory course analyzing American culture through the works of American writers. Each semester centers upon particular themes; ideas or topics broad enough to permit the student to become acquainted with the diversity of America’s past and present.Prerequisite(s)/Course Notes: Two of the following: ENGL 070 ;  071 ; 072 ; 144 ; HIST 013 ; 014C ; or permission of the instructor. Course may be repeated for credit when topics vary. Specific titles and course descriptions for special topics courses are available in the online class schedule. (Formerly 145; Readings in American Studies.)
bulletin.hofstra.edu,AMST,AMST146,Seminar in American Studies,3,,Every other semester   Each semester some aspect of American culture is chosen as the organizing theme  of the seminar. In addition; students will work on individual research problems.Prerequisite(s)/Course Notes: Permission of the instructor.
bulletin.hofstra.edu,AMST,AMST151A,Independent Readings in American Studies,1-3,,Every other semester   Students will read selections assigned by the instructor and prepare written  or oral reports.Prerequisite(s)/Course Notes: Permission of instructor.
bulletin.hofstra.edu,ANTH,ANTH001,(BH) Human Evolution in Anthropological Perspective,3-4,Fall&Spring,Human origins are reviewed in light of evolutionary theory; recent research on living primates and the fossil record. Concepts of both human nature and culture are defined in evolutionary terms and critiqued with an eye to unraveling the distinctly human capacities for conjugal and extended family life; for symbolic communication and for social contracts that establish the minimal conditions for political order.Prerequisite(s)/Course Notes: (Formerly Human Evolution in Philosophical Perspective.)
bulletin.hofstra.edu,ANTH,ANTH003,(BH; CC) Cultural Anthropology,3,Fall&Spring,Cultural anthropologists study the different ways in which social groups organize their daily lives. This class introduces students to methods; concepts; and fundamental topics of research in cultural anthropology.  It treats such topics as gender and sexuality; race and ethnicity; class and status; and the impact of globalization on sustainability. Case studies illustrate how people interact with their environment; organize their economic activities; and regulate social power; authority; and influence.Prerequisite(s)/Course Notes: (Formerly Culture; Tradition and Transformation.)
bulletin.hofstra.edu,ANTH,ANTH004,(BH; CC) World Cultures,3,Fall&Spring,Understanding global diversity and appreciating cultural difference are two principles of anthropology that every student will find useful; regardless of their major or career path. Using a holistic; comparative; and cultural-relativistic perspective; this course examines how communities of people; including our own community; live in an increasingly globalized world. This class will “make the strange familiar and the familiar strange” by encouraging students to critically reflect on the ways they think about; act in; and interpret the world around them.Prerequisite(s)/Course Notes: (Formerly Cultural Diversity.)
